channel,mean,std,score
604,0.31049762151111115,0.5352500042222221,0.8457476257333333
607,0.299677684832,0.5473821138033333,0.8470597986353334
349,0.3890201742222223,0.46119218766666664,0.8502123618888889
186,0.29970464603333336,0.5508523766666666,0.8505570227
605,0.3593953250888889,0.4928618353777777,0.8522571604666667
2,0.30684253221111113,0.5455486395555555,0.8523911717666667
706,0.28066549719333334,0.5724380618111111,0.8531035590044445
35,0.3266457302,0.5300127074444444,0.8566584376444444
645,0.29528306282200006,0.5635122370066667,0.8587952998286668
316,0.3075039620111111,0.553498065,0.8610020270111111
534,0.30887017408744444,0.5542644416888889,0.8631346157763333
639,0.37955790904444453,0.4838989087777778,0.8634568178222224
906,0.27480876565555556,0.589549944,0.8643587096555556
429,0.3588412944444444,0.5058430136222222,0.8646843080666666
